3929,1
3933,1
3939,2
3952,1
3956,1
3958,3
3959,2
3962,2
3964,3
3965,8
3968,12
3971,17
3972,6
3974,16
3975,5
3977,25
3978,38
3980,6
3981,39
3984,159
3987,78
3988,19
3990,160
3991,111
3993,65
3994,89
3996,74
3997,343
4000,200
4003,396
4004,113
4006,160
4007,125
4009,249
4010,383
4012,56
4013,236
4016,718
4019,259
4020,55
4022,435
4023,311
4025,150
4026,222
4028,160
4029,660
4032,425
4035,694
4036,154
4038,260
4039,170
4041,339
4042,580
4044,83
4045,360
4048,921
4051,338
4052,86
4054,580
4055,381
4057,163
4058,276
4060,184
4061,845
4064,470
4067,866
4068,236
4070,324
4071,192
4073,435
4074,697
4076,100
4077,455
4080,1297
4083,450
4084,111
4086,851
4087,518
4089,243
4090,381
4092,303
4093,1144
4096,706
4099,1341
4100,392
4102,462
4103,286
4105,752
4106,1110
4108,177
4109,671
4112,1933
4115,662
4116,159
4118,1065
4119,790
4121,309
4122,430
4124,346
4125,1417
4128,725
4131,1352
4132,373
4134,423
4135,283
4137,650
4138,964
4140,133
4141,509
4144,1514
4147,489
4148,127
4150,802
4151,567
4153,241
4154,315
4156,257
4157,993
4160,500
4163,896
4164,231
4166,261
4167,185
4169,420
4170,591
4172,83
4173,340
4176,902
4179,290
4180,88
4182,465
4183,302
4185,114
4186,172
4188,150
4189,532
4192,294
4195,475
4196,130
4198,154
4199,105
4201,252
4202,345
4204,55
4205,183
4208,577
4211,185
4212,44
4214,290
4215,213
4217,86
4218,130
4220,101
4221,393
4224,223
4227,392
4228,103
4230,134
4231,81
4233,173
4234,273
4236,35
4237,150
4240,463
4243,150
4244,30
4246,237
4247,176
4249,67
4250,119
4252,94
4253,316
4256,174
4259,329
4260,91
4262,111
4263,74
4265,157
4266,242
4268,40
4269,124
4272,403
4275,147
4276,29
4278,239
4279,159
4281,65
4282,108
4284,81
4285,281
4288,187
4291,273
4292,85
4294,120
4295,77
4297,138
4298,252
4300,36
4301,132
4304,338
4307,126
4308,35
4310,233
4311,177
4313,60
4314,79
4316,78
4317,292
4320,174
4323,315
4324,76
4326,110
4327,69
4329,173
4330,243
4332,24
4333,154
4336,418
4339,150
4340,36
4342,270
4343,182
4345,72
4346,132
4348,95
4349,351
4352,203
4355,324
4356,86
4358,106
4359,89
4361,148
4362,234
4364,19
4365,136
4368,370
4371,121
4372,36
4374,213
4375,151
4377,55
4378,111
4380,61
4381,307
4384,168
4387,337
4388,103
4390,101
4391,76
4393,164
4394,248
4396,43
4397,147
4400,452
4403,166
4404,42
4406,290
4407,209
4409,90
4410,146
4412,95
4413,389
4416,228
4419,381
4420,96
4422,132
4423,83
4425,202
4426,268
4428,43
4429,174
4432,459
4435,152
4436,44
4438,249
4439,142
4441,64
4442,99
4444,61
4445,210
4448,139
4451,226
4452,59
4454,71
4455,53
4457,116
4458,157
4460,26
4461,98
4464,258
4467,99
4468,21
4470,154
4471,100
4473,46
4474,66
4476,65
4477,210
4480,100
4483,191
4484,42
4486,58
4487,44
4489,86
4490,151
4492,24
4493,78
4496,198
4499,57
4500,13
4502,94
4503,81
4505,25
4506,34
4508,30
4509,105
4512,60
4515,89
4516,23
4518,37
4519,23
4521,56
4522,72
4524,10
4525,54
4528,106
4531,43
4532,15
4534,53
4535,39
4537,12
4538,21
4540,13
4541,51
4544,27
4547,66
4548,15
4550,16
4551,18
4553,20
4554,37
4556,1
4557,27
4560,47
4563,20
4564,6
4566,27
4567,20
4569,15
4570,14
4572,8
4573,36
4576,24
4579,42
4580,9
4582,16
4583,10
4585,18
4586,29
4588,6
4589,26
4592,44
4595,18
4596,4
4598,29
4599,20
4601,8
4602,12
4604,14
4605,47
4608,28
4611,54
4612,14
4614,16
4615,10
4617,24
4618,37
4620,6
4621,20
4624,64
4627,23
4628,7
4630,26
4631,15
4633,10
4634,14
4636,11
4637,26
4640,16
4643,21
4644,11
4646,15
4647,8
4649,16
4650,22
4652,3
4653,7
4656,28
4659,10
4660,5
4662,16
4663,7
4665,4
4666,6
4668,8
4669,25
4672,18
4675,16
4676,7
4678,10
4679,5
4681,11
4682,16
4684,2
4685,12
4688,29
4691,10
4692,2
4694,10
4695,12
4697,6
4698,9
4700,7
4701,28
4704,13
4707,26
4708,3
4710,5
4711,4
4713,13
4714,16
4717,12
4720,34
4723,12
4724,4
4726,18
4727,14
4729,5
4730,8
4732,8
4733,25
4736,9
4739,18
4740,6
4742,8
4743,6
4745,4
4746,16
4748,1
4749,10
4752,22
4755,5
4756,2
4758,12
4759,7
4761,3
4762,5
4764,6
4765,12
4768,5
4771,3
4772,5
4774,2
4775,2
4777,2
4778,4
4781,2
4784,7
4787,2
4788,1
4790,5
4791,3
4794,3
4797,5
4804,2
4806,1
4810,2
4813,1
4816,5
4819,1
4822,3
4825,1
4826,1
4829,2
4832,1
4842,1
4854,1
4857,1
4864,2
4873,1
4880,2
4889,1
4892,1
4893,1
4905,1
4915,1
4922,1
4925,1
4935,1
5005,1
5015,1
5021,1
5046,1
5092,1
5097,1
5110,1
5120,1
5130,1
5142,1
5187,2
5200,1
5210,1
5225,1
5238,1
5239,1
5248,2
5261,1
5264,2
5271,2
5274,1
5283,1
5296,1
5302,1
5338,1
5344,1
5348,1
5360,2
5364,1
5402,2
5411,1
5418,1
5421,1
5424,2
5436,1
5443,1
5450,1
5459,1
5495,1
5504,1
5507,1
5546,1
5571,1
5580,1
5597,1
5600,1
5642,1
5667,1
5686,1
5690,1
5706,1
5712,1
5725,2
5731,1
5750,1
5751,1
5789,1
5792,1
5814,1
5872,1
5882,1
5894,1
5910,1
5917,2
5939,1
5955,1
5971,1
5984,1
6020,1
6025,1
6051,1
6071,1
6103,1
6116,1
6157,1
6211,1
6217,1
6234,1
6237,2
6253,1
6284,1
6285,1
6294,1
6326,1
6371,1
6400,1
6435,1
6441,1
6468,1
6473,1
6493,1
6505,1
6534,1
6582,1
6601,1
6698,1
6711,1
6915,1
7075,1
7190,1
7526,1
7606,1
7629,1
7664,2
7683,1
7686,2
7696,1
7747,1
7783,1
7824,2
7837,1
7862,2
7865,1
7917,1
7997,1
8022,1
8093,1
8163,1
8176,1
8205,1
8371,1
8384,1
8570,1
8663,1
8707,1
8918,1
