3942,1
3958,2
3959,1
3961,2
3965,1
3968,8
3971,7
3972,1
3974,11
3975,6
3977,3
3978,12
3980,11
3981,47
3984,42
3987,101
3988,16
3990,51
3991,40
3993,82
3994,134
3996,35
3997,115
4000,364
4003,174
4004,35
4006,268
4007,197
4009,97
4010,173
4012,135
4013,526
4016,316
4019,618
4020,132
4022,183
4023,146
4025,315
4026,503
4028,66
4029,300
4032,851
4035,322
4036,70
4038,515
4039,340
4041,165
4042,252
4044,189
4045,806
4048,462
4051,803
4052,214
4054,257
4055,174
4057,443
4058,582
4060,94
4061,383
4064,1094
4067,362
4068,115
4070,634
4071,440
4073,192
4074,309
4076,232
4077,925
4080,542
4083,1067
4084,261
4086,381
4087,244
4089,607
4090,901
4092,120
4093,526
4096,1610
4099,609
4100,168
4102,1124
4103,722
4105,303
4106,535
4108,391
4109,1612
4112,927
4115,1679
4116,406
4118,570
4119,320
4121,784
4122,1150
4124,186
4125,689
4128,1975
4131,665
4132,153
4134,1106
4135,717
4137,287
4138,475
4140,353
4141,1350
4144,712
4147,1287
4148,317
4150,384
4151,252
4153,649
4154,924
4156,103
4157,505
4160,1474
4163,443
4164,109
4166,769
4167,520
4169,214
4170,278
4172,207
4173,943
4176,428
4179,836
4180,222
4182,219
4183,144
4185,384
4186,570
4188,71
4189,304
4192,792
4195,256
4196,74
4198,448
4199,306
4201,98
4202,155
4204,140
4205,490
4208,258
4211,481
4212,132
4214,156
4215,103
4217,233
4218,372
4220,50
4221,166
4224,516
4227,186
4228,33
4230,313
4231,208
4233,82
4234,138
4236,91
4237,400
4240,207
4243,378
4244,98
4246,132
4247,70
4249,212
4250,296
4252,34
4253,168
4256,455
4259,155
4260,49
4262,243
4263,148
4265,80
4266,120
4268,88
4269,358
4272,186
4275,341
4276,72
4278,100
4279,81
4281,155
4282,246
4284,42
4285,183
4288,361
4291,130
4292,40
4294,206
4295,142
4297,60
4298,108
4300,93
4301,289
4304,175
4307,319
4308,67
4310,105
4311,63
4313,162
4314,233
4316,35
4317,134
4320,374
4323,143
4324,40
4326,250
4327,179
4329,74
4330,96
4332,79
4333,356
4336,168
4339,340
4340,91
4342,114
4343,80
4345,183
4346,281
4348,43
4349,151
4352,437
4355,136
4356,53
4358,227
4359,182
4361,54
4362,109
4364,80
4365,319
4368,151
4371,310
4372,70
4374,120
4375,71
4377,142
4378,204
4380,30
4381,117
4384,393
4387,139
4388,38
4390,285
4391,168
4393,68
4394,131
4396,87
4397,377
4400,194
4403,409
4404,95
4406,157
4407,84
4409,227
4410,324
4412,45
4413,179
4416,539
4419,175
4420,38
4422,307
4423,198
4425,93
4426,110
4428,105
4429,440
4432,205
4435,374
4436,92
4438,95
4439,79
4441,155
4442,232
4444,29
4445,128
4448,355
4451,116
4452,16
4454,194
4455,131
4457,64
4458,87
4460,57
4461,272
4464,117
4467,250
4468,63
4470,88
4471,71
4473,137
4474,197
4476,17
4477,110
4480,309
4483,106
4484,30
4486,169
4487,99
4489,51
4490,77
4492,54
4493,222
4496,101
4499,187
4500,50
4502,65
4503,46
4505,98
4506,131
4508,19
4509,62
4512,188
4515,63
4516,16
4518,98
4519,65
4521,32
4522,45
4524,28
4525,130
4528,56
4531,119
4532,32
4534,30
4535,26
4537,45
4538,63
4540,5
4541,35
4544,101
4547,24
4548,8
4550,46
4551,32
4553,8
4554,7
4556,20
4557,55
4560,33
4563,45
4564,18
4566,21
4567,10
4569,26
4570,34
4572,3
4573,18
4576,51
4579,20
4580,4
4582,28
4583,15
4585,7
4586,13
4588,4
4589,39
4592,22
4595,36
4596,18
4598,19
4599,9
4601,29
4602,42
4604,5
4605,22
4608,64
4611,24
4612,8
4614,42
4615,27
4617,15
4618,19
4620,13
4621,45
4624,24
4627,35
4628,15
4630,5
4631,8
4633,16
4634,35
4636,6
4637,13
4640,26
4643,6
4644,4
4646,15
4647,18
4649,3
4650,8
4652,9
4653,30
4656,17
4659,36
4660,6
4662,3
4663,8
4665,10
4666,18
4668,6
4669,17
4672,38
4675,14
4676,4
4678,13
4679,17
4681,1
4682,7
4684,10
4685,30
4688,19
4691,31
4692,6
4694,10
4695,2
4697,16
4698,22
4700,3
4701,9
4704,33
4707,16
4708,1
4710,17
4711,11
4713,8
4714,5
4716,8
4717,29
4720,17
4723,27
4724,4
4726,2
4727,7
4729,15
4730,19
4732,8
4733,9
4736,38
4739,8
4740,5
4742,17
4743,13
4745,7
4746,7
4748,6
4749,26
4752,11
4755,27
4756,3
4758,6
4759,8
4761,8
4762,10
4764,1
4765,3
4768,19
4771,8
4774,8
4775,3
4777,4
4778,3
4780,3
4781,7
4784,4
4787,9
4788,2
4790,1
4791,2
4793,2
4794,6
4797,3
4800,8
4803,1
4806,2
4807,1
4809,2
4813,3
4816,1
4819,3
4820,1
4822,2
4823,1
4825,2
4826,3
4832,3
4838,4
4839,1
4841,1
4844,1
4845,2
4848,1
4852,1
4857,1
4858,1
4860,1
4861,2
4864,4
4867,1
4870,1
4871,1
4874,1
4876,1
4877,2
4880,1
4883,3
4886,1
4889,1
4890,2
4896,4
4902,1
4905,1
4906,1
4908,2
4909,2
4912,2
4918,1
4928,1
4934,1
4935,2
4937,1
4941,1
4947,3
4966,1
4973,1
4980,1
4985,1
4986,1
4999,1
5021,1
5085,1
5088,1
5101,1
5107,1
5242,1
5248,1
5255,1
5300,1
5366,1
5370,1
5372,1
5405,1
5411,1
5433,1
5462,1
5529,1
5536,1
5581,1
5590,1
5593,1
5606,1
5696,2
5804,1
5805,1
5828,1
5894,1
5929,1
5930,1
6010,1
6023,1
6042,1
6055,1
6163,1
6208,1
6221,1
6234,1
6259,1
6266,1
6268,1
6330,1
6342,1
6362,1
6394,1
6464,1
6473,1
6496,1
6541,1
6553,1
6605,1
6730,1
6740,1
7072,1
7354,1
7427,1
7740,1
7869,1
8259,1
8704,1
