3929,1
3932,1
3936,1
3946,2
3948,1
3949,1
3952,3
3955,1
3956,1
3958,6
3959,4
3961,2
3962,4
3964,5
3965,19
3968,14
3971,26
3972,10
3974,22
3975,16
3977,39
3978,62
3980,11
3981,62
3984,209
3987,101
3988,24
3990,185
3991,167
3993,76
3994,110
3996,99
3997,382
4000,241
4003,484
4004,130
4006,192
4007,134
4009,287
4010,454
4012,75
4013,264
4016,838
4019,340
4020,91
4022,583
4023,380
4025,159
4026,266
4028,162
4029,750
4032,446
4035,758
4036,204
4038,275
4039,172
4041,398
4042,590
4044,93
4045,369
4048,1038
4051,398
4052,97
4054,648
4055,421
4057,200
4058,300
4060,221
4061,856
4064,519
4067,1058
4068,245
4070,329
4071,227
4073,518
4074,824
4076,125
4077,482
4080,1480
4083,552
4084,134
4086,1080
4087,714
4089,284
4090,464
4092,373
4093,1484
4096,941
4099,1569
4100,378
4102,557
4103,337
4105,851
4106,1280
4108,175
4109,701
4112,2055
4115,684
4116,193
4118,1123
4119,763
4121,296
4122,509
4124,350
4125,1521
4128,777
4131,1431
4132,385
4134,440
4135,290
4137,690
4138,1041
4140,133
4141,556
4144,1525
4147,495
4148,122
4150,788
4151,571
4153,226
4154,322
4156,282
4157,1017
4160,470
4163,892
4164,227
4166,294
4167,169
4169,395
4170,604
4172,87
4173,316
4176,872
4179,280
4180,81
4182,498
4183,292
4185,123
4186,184
4188,142
4189,532
4192,265
4195,513
4196,119
4198,162
4199,90
4201,246
4202,373
4204,41
4205,182
4208,560
4211,204
4212,56
4214,336
4215,222
4217,95
4218,133
4220,101
4221,416
4224,233
4227,400
4228,106
4230,116
4231,72
4233,198
4234,280
4236,38
4237,140
4240,483
4243,175
4244,44
4246,290
4247,165
4249,70
4250,103
4252,79
4253,348
4256,218
4259,338
4260,78
4262,100
4263,78
4265,170
4266,263
4268,30
4269,154
4272,406
4275,120
4276,34
4278,269
4279,160
4281,87
4282,96
4284,68
4285,334
4288,186
4291,331
4292,79
4294,84
4295,76
4297,179
4298,242
4300,29
4301,140
4304,389
4307,145
4308,43
4310,240
4311,151
4313,60
4314,117
4316,95
4317,369
4320,215
4323,388
4324,91
4326,145
4327,80
4329,160
4330,267
4332,51
4333,180
4336,461
4339,158
4340,48
4342,264
4343,169
4345,87
4346,128
4348,85
4349,326
4352,194
4355,338
4356,77
4358,98
4359,76
4361,151
4362,235
4364,36
4365,149
4368,393
4371,160
4372,45
4374,258
4375,163
4377,82
4378,109
4380,90
4381,347
4384,201
4387,314
4388,107
4390,119
4391,80
4393,158
4394,270
4396,41
4397,164
4400,461
4403,176
4404,46
4406,311
4407,207
4409,78
4410,120
4412,100
4413,397
4416,198
4419,361
4420,97
4422,121
4423,78
4425,169
4426,238
4428,27
4429,150
4432,364
4435,139
4436,32
4438,246
4439,152
4441,68
4442,106
4444,69
4445,283
4448,170
4451,284
4452,73
4454,93
4455,68
4457,128
4458,198
4460,25
4461,133
4464,381
4467,143
4468,30
