3984,1
3988,1
3990,5
3991,1
3993,1
3994,1
3996,2
3997,4
4000,12
4003,11
4004,5
4006,23
4007,19
4009,11
4010,21
4012,11
4013,44
4016,57
4019,73
4020,25
4022,34
4023,29
4025,45
4026,67
4028,22
4029,61
4032,125
4035,78
4036,24
4038,104
4039,61
4041,29
4042,93
4044,48
4045,159
4048,131
4051,135
4052,61
4054,87
4055,54
4057,84
4058,135
4060,36
4061,126
4064,226
4067,118
4068,42
4070,114
4071,88
4073,64
4074,99
4076,46
4077,208
4080,164
4083,227
4084,58
4086,97
4087,70
4089,111
4090,181
4092,32
4093,149
4096,338
4099,172
4100,52
4102,249
4103,190
4105,123
4106,165
4108,73
4109,355
4112,337
4115,404
4116,107
4118,211
4119,116
4121,180
4122,315
4124,74
4125,301
4128,516
4131,268
4132,73
4134,319
4135,207
4137,124
4138,217
4140,104
4141,366
4144,355
4147,346
4148,98
4150,198
4151,132
4153,192
4154,271
4156,63
4157,241
4160,418
4163,211
4164,49
4166,230
4167,166
4169,120
4170,170
4172,69
4173,268
4176,235
4179,248
4180,57
4182,131
4183,97
4185,122
4186,164
4188,58
4189,165
4192,234
4195,142
4196,35
4198,142
4199,86
4201,45
4202,92
4204,28
4205,165
4208,133
4211,135
4212,32
4214,59
4215,53
4217,78
4218,111
4220,22
4221,84
4224,141
4227,100
4228,25
4230,87
4231,44
4233,36
4234,52
4236,28
4237,107
4240,80
4243,110
4244,30
4246,43
4247,32
4249,48
4250,72
4252,19
4253,59
4256,102
4259,59
4260,22
4262,59
4263,51
4265,24
4266,40
4268,19
4269,84
4272,49
4275,91
4276,20
4278,38
4279,37
4281,28
4282,68
4284,13
4285,46
4288,102
4291,42
4292,12
4294,63
4295,43
4297,23
4298,33
4300,20
4301,69
4304,79
4307,87
4308,22
4310,36
4311,28
4313,34
4314,65
4316,12
4317,60
4320,103
4323,60
4324,14
4326,63
4327,33
4329,23
4330,47
4332,18
4333,89
4336,81
4339,65
4340,25
4342,45
4343,29
4345,34
4346,62
4348,10
4349,66
4352,96
4355,52
4356,15
4358,58
4359,45
4361,19
4362,46
4364,17
4365,88
4368,70
4371,73
4372,17
4374,32
4375,21
4377,29
4378,50
4380,11
4381,71
4384,93
4387,56
4388,17
4390,50
4391,29
4393,26
4394,39
4396,16
4397,64
4400,63
4403,50
4404,14
4406,32
4407,16
4409,32
4410,54
4412,11
4413,52
4416,81
4419,61
4420,10
4422,40
4423,30
4425,20
4426,39
4428,13
4429,56
4432,63
4435,64
4436,14
4438,48
4439,27
4441,25
4442,39
4444,9
4445,54
4448,75
4451,49
4452,14
4454,45
4455,35
4457,35
4458,32
4460,9
4461,81
4464,53
4467,69
4468,18
4470,43
4471,42
